,c0,c1,c2,c3,c4,i0,i1,i2,i3,i4,i5,i6,i7
26,6.308592582922617,4.793090621849314,5.618558457928215,6.825140664366657,5.918992357548378,7.270727635263469,5.987959584300252,7.189109854281044,5.649576969825669,8.72645261077072,6.695347593263088,4.309817980929919,7.178612796912175
27,6.31066060088272,8.677065934278236,7.355255195278905,7.108852401796542,6.733084882411069,6.257624720825308,8.220041129497703,5.779118690025441,7.154965059483458,6.130070094594173,6.315082212073934,6.230289931078102,7.596188883423626
28,6.95921756983458,6.960591254906248,7.163495162700872,7.015700483403631,9.959832842288854,6.720896933705882,7.5334775216626,7.6103904784843905,6.981918462805966,5.802927214264527,6.860764096990731,7.153397449119294,7.317565826087299
29,7.885108857586058,4.526392905142079,8.418672316597771,7.924121951731515,7.582640833333326,7.074861448720863,7.326143127357094,7.430227256874815,7.210822156776518,7.9242869260371345,5.315686512102526,7.262279992593101,5.468198415251878
30,7.855719634145032,7.629689872805945,8.141977644529543,6.588492125620788,6.1919507510098635,5.095078299039486,6.408928684841149,5.79732821088793,5.287065089182616,6.818838182375256,6.231324627874641,5.05394087888617,7.092055663402927
31,7.654862769326095,7.996336556421787,7.341866110507005,8.142957053119709,6.786163417143257,6.240753597562389,7.510728719331752,7.207911243056825,6.080909505864109,7.306538004136964,6.25004956968326,6.706358044304229,6.314989304418834
32,7.933322015411501,6.084349118174218,6.81566443800149,6.499442238828823,8.849441480073516,8.444695260649322,8.587255137299975,6.211394670287873,7.432140492104114,5.63852322374736,6.632020601380192,4.970751436674752,7.3219423822668555
33,7.190581780215104,6.6524202736765945,7.459104708169872,8.075694449487733,5.85013089669594,7.76904269076323,7.885245173486407,7.612047432720192,8.370952433467712,6.9406773476051535,7.887619252705513,7.001569857501225,7.691519902116747
34,6.383841047544518,6.762649552507323,7.605958715763528,7.578433261890572,6.842429582883153,7.184260640444327,6.803593249647744,6.7080912325161055,4.721779882196861,9.76518690977834,6.713239764626969,5.723536034604356,8.955822983618452
35,4.467895806263454,7.347972011144361,4.908491890322613,7.645801301981375,5.955904253434794,3.828027619987898,8.66254087328285,6.083262731501489,7.514153171192507,7.10237801067753,6.912348013047158,5.523095805662683,7.210541182826549
36,6.686349124315885,6.312542711862202,6.895461196071826,5.165236589552197,8.079719636438947,6.8599900015858415,9.984755870428554,6.994679616592441,6.198036013673147,5.9943523088366755,5.212784678248998,7.697481806124013,8.149135643870142
37,6.472079863461301,6.9708633245597715,8.425373957191042,7.575597216516676,7.350337321588546,7.308050976935528,5.864420937433507,8.956089181806995,9.177705719233877,7.946287397466134,7.940462141970805,7.747952558323283,6.6090817580646775
38,7.690756285910171,7.661618057695238,7.807946734164931,8.88557440076455,8.646461348346985,7.099306869045022,6.022953820613071,7.335976879019499,7.708567651183336,9.048060188976232,7.216773151482989,4.2843962107169835,6.637624081171055
39,7.979429606311567,7.956514581211734,4.930311830731189,5.70961935995777,6.726571476308275,5.021998293954935,7.610845782347224,8.73770527865329,8.32624257684208,3.1554568373774035,6.131443341289995,6.981001932354639,8.1843541500491
40,6.0644007240944795,7.116149110442625,6.559462683033985,8.16507441222209,7.35441420881483,6.754776420534682,7.772441886408106,5.856457121013476,4.394512346424045,6.375120354854194,7.502597435887153,9.4103693938521,6.722178984056331
41,8.10207822412093,8.528694804014094,6.807978105303609,8.317636311130158,7.471363752888072,6.555684251752093,7.74226583751453,6.205165043301101,5.945705278372183,6.869830636182189,6.708039634165448,4.723878714739065,7.364824626929717
42,6.407111855795481,5.8430276779302,7.937774635817482,7.099713426004224,8.56082148248349,7.479053900483538,7.333356915503365,6.857113698898249,7.817824677146631,7.984908176961687,8.1364503184681,7.756475179501281,5.788337128909691
43,9.63243353251032,7.308505008512121,6.512445255484455,4.819223701777284,6.730239726098721,6.568421520280161,6.4559239969504265,6.014992434987243,6.344482429174791,7.829718820104278,6.345614570180324,7.546176493533628,7.649505990322705
44,7.375030014743218,7.5316560147069564,7.277636041686962,7.598670969787023,7.490611092063619,6.769670857525019,6.584891915134053,6.31344598187722,7.362489332924971,7.487640950540638,7.494922917038939,7.260223414649177,6.691643988273964
45,7.098432535683893,6.80548584294658,7.882024874661686,5.518164958454937,9.020163034507016,8.930580735831107,7.430327273227646,7.783922006808374,7.5723900103882675,6.399095654719811,7.185070286733725,5.856454321082789,5.298187147328608
46,5.361933526918488,7.357060896313853,7.05692378352942,6.60676518615938,7.426363091602367,6.006726020383571,6.9915267819257965,6.310985728025718,8.53827950570398,6.545970994318313,7.351766461473616,8.484251484091631,9.418176960806743
47,6.717728668315536,5.204300967657179,6.8687081292429,4.482517057102254,6.328462763686672,7.734986244396193,7.9719237637950595,4.355323089250795,5.496995424127153,9.0651600207485,7.9973269557706095,6.715629659915625,8.661436163075217
48,7.821616187419199,6.993609455470585,8.190923646511564,7.212892486011872,7.51476433482224,6.42663941698621,5.692751097543027,5.616862745335017,8.051572201502616,6.212818648180856,6.4560205888618665,4.462856955461413,6.076465055465911
49,6.051641958684073,7.1129295918703965,6.015709542455934,6.074879089259649,6.925885865701783,5.808994319877806,6.300491636648995,6.894757610253396,7.340540902232045,8.698137620731753,6.768467796957036,4.4144766053990985,7.403550504671408
50,6.163437067754826,6.556540705610094,7.732265342289456,6.06550134514027,8.345093162794345,6.852358515337323,8.970757703675027,8.45154970552121,8.184650790444048,3.537183940555679,8.224800222591501,8.30211125775418,7.071473362881867
51,7.760811812593612,5.148154721044176,6.508895932910959,5.357166095083722,7.96217106689315,8.458756278141834,6.03817225781581,4.7939452868637105,5.369502877099049,6.432487540478546,7.836510226032967,5.807268534914396,6.660217885456719
52,8.855492363632326,6.332130999065018,6.5700301472700895,8.174700735537467,6.65320317839262,7.329831271053511,4.394625494575939,7.614544702398747,8.167432783872558,7.912259919818906,6.268909936008407,4.73108127679653,6.18640885518502
53,8.297172837810399,7.244837476173989,8.698334669702525,8.168749982230423,7.983668637859327,8.086990210365052,7.2815006417162405,6.9494905278074395,7.982539665393941,6.483806074154125,8.172605379238819,4.332494548260984,7.958744814710082
54,7.987454309464245,6.220630437045569,6.408019010900153,6.132150693086001,9.072196543111218,6.708489579094633,7.639004649283814,5.17597881475154,6.675632871048101,3.825655292258712,4.80541433011095,9.021046411998602,6.823612926002976
55,7.743333028871786,4.1011206609022475,7.9706621500061985,6.3885581376697465,7.984125677513271,8.94884397376027,7.651641097125936,9.037395093923505,4.793263073382949,7.329135537253383,4.877925589707284,7.817583599046677,6.966078879154145
56,6.445122768817376,8.927260209509239,6.557135096767437,5.1097527088119215,7.301343226151926,7.784507929969885,4.555863481814749,7.035352985631807,6.513310937324665,8.062880849707778,7.827985406041273,6.483335417693651,6.523227907596035
57,6.887415006238442,6.986362506042339,5.508656461093215,7.034597466951562,5.610857437462067,6.474350855910316,6.438794012382694,7.352679489365257,6.41753171621151,9.44886176103046,4.938280993866736,5.677731226277478,7.3636939104694985
58,7.767002308939458,8.873923808853423,4.901214581665002,5.945610089777156,8.904828563357697,5.98132969582643,6.732839709080906,5.2271745570778565,5.4508792173798115,4.763924906371569,7.976671603403522,4.840461269577407,6.640395828532446
59,6.949077855546649,7.000837281688413,8.465607778723085,6.887865014806299,3.413461586105149,6.685272730332134,6.7544935660968255,10.3314464911921,5.535024450517161,8.647221800741317,7.8413512420237295,8.523796989880086,9.237127782674065
60,5.870440343453757,5.912408298612969,7.099650484320617,7.350551706053513,6.618508553339097,7.261580083326324,7.319852243940108,8.994513680163964,6.226748257745109,6.821187682075267,6.305288273001459,4.483817868832373,8.206730346447054
61,4.813769396174267,7.1410916352476885,6.227801980044587,7.522694386053003,5.2243550794244715,7.973753272517269,6.141610584767041,9.242984688697138,6.7829308866284705,5.7384799771278585,8.480614910884174,6.7271952740078875,6.993641341640861
62,6.46250955343527,8.377020078663145,5.4506306298064375,5.787227005998848,8.336550577224424,6.473401072857399,4.840224330185581,6.170852914602682,6.468605983040151,7.410611587540642,6.177011875751726,6.611651580603811,7.3399685040883496
63,7.0816200795056,3.6264778494912298,7.429935748097413,6.413585117099901,6.151720358183279,7.963086132795663,5.985241728437665,7.674759865542872,6.894807186452425,6.019260556642511,5.945273939500975,6.851800210531855,7.628143986461082
64,6.021579169351828,4.700140059487703,6.277237610329825,5.768165603964845,7.370197694541298,5.584002788708323,6.547916669611747,8.062554490026827,6.008529815936874,4.134573412741185,7.540936290574014,6.361766142930233,6.861157691374141
65,5.885207935101081,6.5649845876754975,5.9621034048505415,8.03188390150643,7.01159512691247,6.556575904354853,5.704388197261718,6.839171804365172,9.207467398284187,4.887207190651267,7.6541245630625925,6.77322321625054,6.8390108602396005
66,7.259855733214411,7.577865488950523,9.067403155130002,6.502659163181105,4.491965674508188,9.020842391317206,4.909462056050742,6.247062343337705,6.038641775037823,5.811586079461564,6.051009591476171,3.684005985831093,6.376070907377692
67,7.519594367548523,4.29581102039779,7.679754306627426,9.107410822695023,6.660608175444406,5.8892219445679554,7.434837767468829,7.035014741558499,8.289451886052552,6.232917757951644,7.19974822567605,8.677033570051364,7.782286776596854
68,7.00570181063059,5.625491552083065,7.78301128729327,6.058218941404043,9.820552241080279,5.9251395983352,6.491579080811532,2.91894695232207,6.29456630363351,4.290021875811306,4.522722411885744,5.732177867549413,7.310304683369048
69,6.399053893373153,8.016779124564144,5.802624742083145,7.970487651150629,6.551889737427399,7.985901184944661,7.870990039173591,7.324194387762006,7.466848783433563,8.160696658974057,4.812061375795785,8.919147258509867,7.0815147677237045
70,7.892859363010141,7.051954784622904,6.681566476596428,5.722555480809137,5.895849000882063,7.335877527874099,7.288726491988219,7.582619311892944,6.604079936576503,6.789707986161027,7.60644445556988,5.265494562584833,6.600262171339443
71,5.814071257668715,7.021657817888455,7.159496805831738,8.73268744654256,5.695876971040043,6.165083987107914,8.332460765561699,6.959438420698803,6.3471408280308985,8.919981537910227,5.30668862685773,9.185726960925301,6.2466333101088525
72,8.194138531984319,6.654901445926398,7.624326864833652,6.600038519590704,7.135458460017178,6.750223625041961,7.345906966004648,4.837556141740758,7.97836929994327,6.538510931267781,7.448203120038963,6.253566112967302,8.31809494425585
73,6.921608693105032,7.588837230643807,7.00424341701798,6.038845548906674,6.547829953204358,10.555388292479964,9.096941653016932,6.845117116897296,5.543252394349558,7.858480411904185,8.582273043324154,8.757492136439797,8.905259536997185
74,6.468599020597953,7.194954068519032,6.8411943570547535,7.311807004552073,7.595442931073343,8.279099329392206,7.423680243857491,9.363975246440587,7.175431931401578,9.123659489326926,8.605856395389004,6.126496959001799,6.197791236927695
75,6.828910857992575,7.9515520641548445,5.588142399484338,6.988603463274412,6.728217718417725,4.1513139597543205,6.062771269674339,7.336339655792343,6.579291629191498,7.8035471206281946,7.08590121076151,5.566340700977134,8.535373948776094
76,6.731393984281249,4.9478726779465205,8.367876513275645,6.068562263462624,5.907873079578203,7.592755508910014,6.958022953783465,6.491417555185828,6.590666762505275,7.513832871479615,5.839967318744455,5.88257608620109,10.858602669548766
77,6.129540952289623,5.668270795951638,8.177046398031855,6.941813136853617,7.301330331521129,7.5683725134260165,6.3729900695419515,6.420319970863138,7.61073575451149,6.003392487212494,8.45850876308406,7.454933720506366,7.358062568799657
78,5.800304768892436,9.157670638274165,7.012639310952249,7.055968375687843,9.464162731055222,7.789897067645437,6.695633349811523,6.486512286495568,6.069397888461038,7.958197302963842,6.361381806638154,4.985334400041493,5.973926044922877
79,7.181013732369094,7.22410170460798,4.759043964605864,9.277633341906796,7.648990974290391,5.644066080615741,7.757965359356135,8.695539242008499,6.2686819326225764,6.847412855618209,7.675667865920678,7.421154753650416,7.521313832361939
80,7.222155091757754,6.129984067503763,7.022221991284629,5.914716519414263,5.465248377492248,6.702621414861725,6.530793444882878,7.785723633621149,6.4990988211266725,6.3302801300919045,6.861399758440016,6.829396871707303,9.847408358000667
81,6.340837559701093,7.116097905522963,7.748082930494282,7.008282817366888,6.514796027617107,7.683808143752041,5.530730300794622,5.501047723235625,6.651049871410881,6.987284356347753,6.559140110681893,10.492761319236307,7.729239172348418
82,6.790098247184715,7.265897302345279,6.723671672244368,5.845956172629783,5.385152741980428,5.9513106819742525,7.785613281334324,5.803162651914332,6.029300562004789,7.086489434395453,4.919918801850589,4.932938305697858,5.585912080893768
83,7.32903831597576,7.578666824648393,6.946118634401076,9.155184017411361,7.896383577704037,6.831770690342128,9.599794759941673,4.438670499179521,8.904359357683859,7.697664388909663,7.045782718861147,6.124542715021732,6.489763049934256
84,6.759291234860622,7.88990399928173,4.585125505351054,8.64783154694026,6.442069909939289,8.077182096865656,5.363598354778236,7.861713658986509,7.267312501361401,8.344208389122121,6.137670809033563,5.635756407518278,6.610828348064635
85,7.547537297956121,8.331948238844422,7.551960759181645,4.286814346161991,8.023917968694537,7.3138670691295165,5.24864191745873,5.2491273587823795,5.758559868965469,8.790451345970624,5.599401636960937,8.969220365136751,8.124373634177292
86,8.105625718415855,7.983835744569551,5.3263131731872155,7.560480396165136,5.357662705768956,8.637527274828024,8.642718553438407,7.606563886474116,7.33951175812936,6.059354511839731,6.689918969707831,8.859629361798564,7.498447317275405
87,6.748871982770885,6.687842260796953,6.316586200455525,8.42780483785489,7.464054348505035,7.226764922770078,6.919005431542523,7.06296805899493,6.268606584848295,6.586144254887465,8.353918446892628,4.232333264487866,5.38875826441204
88,7.291548635798807,8.41807585377704,8.092702019966552,8.115161894423068,5.905269521060473,8.006021120025824,7.467660443360517,7.641540480561173,6.110426317300428,8.832844225171868,7.85144229904817,9.142794528786666,6.962441264735634
89,8.840898722278489,8.745521441566936,7.26070618682296,7.386948529587398,6.048703571201963,6.891536913857686,7.028849209115351,6.488716341547522,4.646698308279982,9.048893679935945,7.250921084511024,9.581670844815106,7.574333777136944
90,7.041345678926327,5.972652530366764,5.629002059043735,6.896187086233911,5.8847446046234,6.5070143271974645,8.064470201417674,8.39757747416596,8.312042814504093,6.80099371753532,5.431001720878863,8.437421641440888,6.977776084049846
91,6.539718179104982,7.783413767059042,7.024941830876113,5.768907127126321,6.691028728533057,5.396476972665001,7.119623591964563,5.288255186580805,4.992879768937739,4.882778433241282,8.987540569883766,5.015010831946215,6.1926755043779
92,7.128266046200226,7.499144940127203,7.993844013956215,7.247265846438484,6.418559680721429,7.511070387638309,7.660958003266667,7.940729753707024,7.247111120139889,7.41210606834355,7.075710607571125,6.365985690343268,6.735509917831997
93,6.895461678851148,8.53370924912057,5.660885147328012,6.604588461626857,6.210877600725611,7.627778979167143,5.328386393589868,7.945270723420844,6.363478344402633,8.980303342177239,6.6646527317002695,5.506085618559856,7.639064897874407
94,5.598948131207621,6.123766193154034,6.395199497654865,7.548336605379976,4.598147645967884,6.545492833463607,8.123214385318205,6.70189493271724,6.9802624765928085,8.478948580836192,6.657777955795831,7.076831864197064,7.870663904097937
95,6.625182567750283,8.52808989985672,5.414201946967434,6.321027882674714,8.225059447403819,5.789092743715827,6.28843836474835,7.041306980043069,5.308156024394966,5.955609536939889,7.18625755038282,6.15802733248764,6.789542542803773
96,5.994960348394922,7.835521816367671,6.088913358977273,7.429165269125053,6.275094552209291,6.74805878800389,7.4342089688547395,10.142418016604584,8.526315324796244,8.114467027560945,6.184642872752297,5.928088788387605,8.07233112754465
97,7.125427175560799,7.183255972791433,6.701864380956058,7.611792515316896,6.197819931633524,6.511791683971572,5.165678681480676,6.144846673532869,6.2284948346737234,7.4935678741739205,7.117893035378801,6.085135868619742,8.307976391270214
98,6.942881460167407,8.665606441440318,6.931382301642654,6.971278117382421,5.74034173728112,8.845433908967289,8.526782298586554,5.1061253360300976,9.09448278489479,7.185217195083385,7.779393743021318,7.796018226593041,6.294154714801969
99,7.065900822281359,7.104517047735375,6.208977237541563,7.718938208345061,7.10419357061852,6.725818622982951,8.089758495678446,7.652301955715016,7.714291688653832,5.400336689777073,6.09511510435523,8.924471817981729,4.3482905280227495
100,7.547347523957605,7.061407554844284,7.342227936066703,7.133352367005656,7.764689439416815,7.332982784801387,5.749384190437089,7.145008374050136,7.221286617472744,8.36690072124275,8.560406829012589,5.857588804931675,5.102070169644915
101,7.450197967086929,7.052158764883769,7.098826007629622,6.046104827250852,7.93280862683655,6.026656070968312,7.116540870639203,6.163478192790595,7.393171682153993,7.230261871853954,5.966961541684617,8.104986948766147,7.936787296404644
102,7.2994394112510905,8.580273870287606,7.366137838414702,6.585121585376617,7.319228658192497,7.993520221915517,8.19886151125349,4.671563285571795,6.704602465877991,6.891438486386344,6.770842987060316,5.383367002732371,5.408652045957107
103,5.682770375664034,8.053530909384115,6.759330269427534,7.214822271301295,6.351878788109751,5.848385625035353,8.499186851680356,7.191595063668437,6.534966390003485,8.568554098268105,7.239015412761251,5.847558157972736,5.908948890608695
104,6.777788642201819,7.285682423960032,5.719037370278065,6.29875072514848,8.437279549464154,5.502436259713635,6.799200391263006,6.4804856563850795,7.68145491324988,8.61636871102283,5.957641960241918,5.3174453291861745,6.436311431731437
105,4.809604328702296,5.87039845072437,6.250666666087085,7.96246631645584,6.338633029257702,7.356766681278197,6.393882903227325,8.057053937650668,5.486622133559967,7.741457300396738,6.84497783784057,7.684045365978316,7.596604133601499
106,7.264119055685881,7.934933193364971,7.143220995383397,7.013384733491003,5.959206131387747,5.669373565315828,5.469610872625409,4.343140122779185,6.663078368098649,7.96843810325865,6.108744600336992,7.000124948709994,6.9661747468395
107,6.032682139337122,6.921583897485764,8.088247456148,4.704521634536892,7.934092758742971,7.539907068852609,6.989172406980124,7.235336319534701,8.505448214988382,4.5868568455510434,7.333866861279538,8.030200292799439,6.874182925956268
108,6.967010418564121,8.857402602982603,5.552485439027779,5.690081402167064,4.550861355495314,5.461426510078487,6.354693308675317,6.931953063553888,7.936090283190186,4.740894894727563,7.435669502342031,7.72535912840925,6.635194180395615
109,6.843219084990617,7.736939395217661,5.890259093572096,6.119215541043857,8.321556513061164,7.675594247506305,5.052542638859725,6.871149553322886,6.304397732942594,7.330004128042264,8.188353782119169,6.328501960380611,6.734358977321209
110,7.053231553641656,6.437090412088792,6.672243117131479,5.845029567480952,5.493936067685239,5.864001519290588,6.183460014896131,5.49787479803225,8.499248599432885,6.290514043634451,7.675370768668139,5.781524490651453,7.944535562271426
111,5.43617311504563,6.395879010710289,8.034242661656515,6.85675723107721,7.925808744918759,8.56054500527728,4.665275833850057,4.706698619779331,7.988943124769296,5.811972159945989,6.823724919297609,9.444624153119573,6.03819441083775
112,7.34100258197116,7.441323388100325,7.232037353637981,6.946682961547069,5.823847872791789,6.9155503332823045,6.228950991051992,4.73267253703528,8.067263695001822,8.851123511003639,4.461688722386838,7.384325380120091,7.524851160470823
113,6.193002358507578,6.813510446698324,7.594039189368771,6.7501407344809685,7.649485335824029,6.505334389417604,5.333481706321384,5.255088098700925,6.315040567914134,4.965465809926251,7.676749376711582,5.706682755388674,7.667649119801984
114,6.089780864544754,7.555046318655349,6.080549413240714,8.63443958568881,7.344638126311699,7.489528001134683,6.61613090388455,6.046714807330079,6.001664591509611,5.4738596999529125,6.246633480689611,8.057125864050331,8.28176109464708
115,4.276060699923647,5.7877378673251245,7.268357987905637,8.177207996608757,7.414592259106194,4.920073043307899,5.033608214520152,6.58276095562771,7.284197807093549,5.059911744997659,7.583171881192211,7.311819969299911,7.402094799004616
116,8.725911592015608,7.31189194738889,6.2200975332740995,6.521353884545092,4.927986435231245,4.722931700469016,5.900634039652151,6.23691266041223,6.7502632815068155,8.262381907030658,7.66759770148457,9.32667083988106,5.389626873750136
117,6.30105714826556,6.630172160170076,6.397618406433655,8.414652001793371,5.413516806166016,6.726990882305857,7.437693514084199,6.4052428770806555,6.725373061431185,4.16345559097044,7.694113369667837,7.099939130318262,6.36162272470684
118,7.708818562700728,7.428979285638418,6.4169847906544435,7.779416812224898,7.268108855031113,7.082372115576987,7.243617152401891,2.73518217479977,6.420612446063433,5.0658674259431,5.811871316684802,6.120062658412351,6.8797401317149145
119,5.867496856963085,6.757492681695844,6.391806798893335,7.835121942425556,7.980806323404377,7.090879741555446,7.899642034618502,6.965834714746575,6.921840221040943,6.274840218381019,6.127212532135118,7.091711022106588,6.6101253084139815
120,9.134304634646004,6.305523782635676,6.017101607895384,6.2733641203053665,7.081223409937813,6.654133601801186,7.830481463368859,8.728362944978159,7.485160128926085,8.99739082851653,10.100102181643098,8.699762946197485,6.116861168450325
121,6.469308858401348,7.900983215249971,5.612308256402952,5.44168732962777,5.856870612048321,7.727186022452168,7.467173004036566,6.22284591569057,8.379204375323221,8.018560637659743,6.568527606938251,7.5925574581154205,7.696706158405399
122,7.949832146270689,6.810787637867366,7.683301337982573,6.5439947187664105,6.90453705463917,7.41433663102209,7.474713703296757,4.059633262209214,7.2936427436273386,6.976367777430346,6.490563033228791,8.283731241555987,6.129460261245189
123,7.672114433181327,6.786765962378773,8.045316678451018,6.4909901702649755,6.984153819145412,9.227354262149944,6.265078777288979,9.179085133151972,7.726613585390523,4.818938276568077,7.1474144984210835,4.454332399352535,7.5078182094297885
124,7.7399200370845564,5.631700996967291,5.559449130448409,6.673152675083173,10.381123884756853,8.508760188057225,7.652536384484583,7.5118054909633845,7.8471771763509865,7.952447106503574,6.828791904561873,7.858485023306804,6.125243701042568
125,8.263277656219039,5.872210129019018,5.726870829794632,7.912076310766657,6.18648282087303,7.0847480995643135,7.2628770865726535,7.838033463644142,8.137121162037015,6.4739390014579845,8.023878811068462,6.989375857868139,8.286015983721125
126,10.123804143077223,7.403784511012785,6.389894764730194,7.865856390748528,6.618022650431475,7.450626371219121,7.175772186245775,4.581225844691404,6.935552647859784,5.728530607874457,6.741648136165835,7.763345348457394,6.745366981474603
127,6.723580118202623,7.268364240615378,6.415822066840272,5.753251294803253,7.511057949678453,8.238272204772134,8.222461707422632,9.158791785033529,8.901962536325968,6.462530835305036,5.82595726085646,7.839738883004847,8.00383725042135
128,6.431580356385718,8.687350630721365,6.4820481265687375,6.95368878152336,8.886863440513505,8.993724400064673,8.674671254380481,7.889777021744126,6.708344313757381,9.218918712976059,7.474367619360758,8.067471405211542,6.382703833670212
